"x","y","scientific_name","common_name","observation_date","number_found","observer","organization_name","confirmed_ind","species_id_method_name_array","species_verified_by_name","follow_up_name","evaluation_type_name","has_photo_ind","confidential_ind","source_unique_id","source_record_url","imap_url","imap_id","species_type","growth_habit","jurisdiction","county","regional_management_partnership","waterbody","bulk_upload_id","bulk_upload_name","uuid","jurisdiction_species_id","projects","project_ids","approximate_ind","approximate_to"
"-73.8069460","40.9256570","Halyomorpha halys","Brown Marmorated Stink Bug","08-Oct-2011","","Peter Jentsch","Cornell University (NY)","true","ID by expert","Peter Jentsch","","","false","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/329247.html","329247","Animal","Plant Pest","New York","Westchester","Lower Hudson","","","","","1304","The NYS Brown Marmorated Stink Bug Survey","241","false",""
"-73.3436111","40.9011111","Halyomorpha halys","Brown Marmorated Stink Bug","01-Mar-2011","","Peter Jentsch","Cornell University (NY)","true","ID by expert","Peter Jentsch","","","false","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/329434.html","329434","Animal","Plant Pest","New York","Suffolk","LIISMA","","","","","1304","The NYS Brown Marmorated Stink Bug Survey","241","false",""
"-73.8590460","41.0147170","Halyomorpha halys","Brown Marmorated Stink Bug","16-Apr-2012","","Peter Jentsch","Cornell University (NY)","true","ID by expert","","","","false","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/330469.html","330469","Animal","Plant Pest","New York","Westchester","Lower Hudson","","","","","1304","The NYS Brown Marmorated Stink Bug Survey","241","false",""
"-73.4180690","40.8838960","Halyomorpha halys","Brown Marmorated Stink Bug","04-Oct-2011","","Peter Jentsch","Cornell University (NY)","true","ID by expert","Peter Jentsch","","","false","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/329576.html","329576","Animal","Plant Pest","New York","Suffolk","LIISMA","","","","","1304","The NYS Brown Marmorated Stink Bug Survey","241","false",""
"-74.1463668","40.5840831","Lycorma delicatula","Spotted Lanternfly","09-Aug-2020","","iNaturalist User [NY]","","true","Photo ID,Locally common","Thomas Allgaier","","","true","false","55954432","https://www.inaturalist.org/observations/55954432","https://imapinvasives.natureserve.org/imap/services/page/Presence/1062874.html","1062874","Animal","Plant Pest","New York","Richmond","LIISMA","","","","65967265-b850-410e-a78a-933d77c2b4b6","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.1479250","40.6163450","Lycorma delicatula","Spotted Lanternfly","02-Sep-2021","","iNaturalist User [NY]","","true","Photo ID,Locally common","Thomas Allgaier","","","true","false","94780227","https://www.inaturalist.org/observations/94780227","https://imapinvasives.natureserve.org/imap/services/page/Presence/1163507.html","1163507","Animal","Plant Pest","New York","Richmond","LIISMA","","","","898df17f-7c86-4973-a24b-33716954bf78","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.1630052","40.5719228","Lycorma delicatula","Spotted Lanternfly","25-Nov-2020","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","false","false","65612230","https://www.inaturalist.org/observations/65612230","https://imapinvasives.natureserve.org/imap/services/page/Presence/1078848.html","1078848","Animal","Plant Pest","New York","Richmond","LIISMA","","","","ace6a572-acf6-415e-a9e9-ff1a975b1fcc","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0573464","40.6067369","Lycorma delicatula","Spotted Lanternfly","06-Jul-2021","","iNaturalist User [NY]","","true","Photo ID,Locally common","Thomas Allgaier","","","true","false","85957610","https://www.inaturalist.org/observations/85957610","https://imapinvasives.natureserve.org/imap/services/page/Presence/1149548.html","1149548","Animal","Plant Pest","New York","Richmond","LIISMA","","","","ea0b8ba2-e78c-4758-8f0f-76dbd80263f2","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9452431","41.0433668","Lycorma delicatula","Spotted Lanternfly","27-Apr-2021","","Brent Boscarino","New York-New Jersey Trail Conference","true","Photo ID","Thomas Allgaier","","","true","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/1138179.html","1138179","Animal","Plant Pest","New York","Rockland","Lower Hudson","","","","9806bd82-4d77-432a-b23e-d79e53e9f84e","1499","Lower Hudson PRISM - General","587","false",""
"-73.9714720","41.0833670","Lycorma delicatula","Spotted Lanternfly","19-Jan-2022","1","Ryan Goolic","New York-New Jersey Trail Conference","true","Photo ID","Thomas Allgaier","","","true","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/1249788.html","1249788","Animal","Plant Pest","New York","Rockland","Lower Hudson","","","","c8f974e8-e1e8-453e-8395-582c2daf04c0","1499","New York-New Jersey Trail Conference, Lower Hudson PRISM - General","343, 587","false",""
"-73.9435722","41.0364000","Lycorma delicatula","Spotted Lanternfly","29-Aug-2021","3","Linda Rohleder","New York-New Jersey Trail Conference","true","Photo ID","Thomas Allgaier","","","true","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160513.html","1160513","Animal","Plant Pest","New York","Rockland","Lower Hudson","","","","d2ac44fa-9a31-4b4a-ba76-b4973eb856c4","1499","Lower Hudson PRISM - General","587","false",""
"-73.9477900","40.7710438","Lycorma delicatula","Spotted Lanternfly","29-Aug-2021","2","Elizabeth Rodriguez","","true","Photo ID","Thomas Allgaier","","","true","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160456.html","1160456","Animal","Plant Pest","New York","New York","Lower Hudson","","","","c57f17cb-7347-4986-bb03-dbb51e284947","1499","","","false",""
"-74.0959549","40.5752451","Lycorma delicatula","Spotted Lanternfly","28-Aug-2021","","Victoria  Roman ","","true","Photo ID,Locally common","Thomas Allgaier","","","true","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160389.html","1160389","Animal","Plant Pest","New York","Richmond","LIISMA","","","","174b3780-cd0c-46e9-a1a3-1d99d8e3b7a5","1499","","","false",""
"-73.9723814","40.7587436","Lycorma delicatula","Spotted Lanternfly","27-Aug-2021","2","Jackie Dechongkit","","true","Photo ID","Thomas Allgaier","","","true","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160305.html","1160305","Animal","Plant Pest","New York","New York","Lower Hudson","","","","fdeb0223-d972-4357-a449-8a594c8e5a60","1499","","","false",""
"-73.9809000","40.7655000","Lycorma delicatula","Spotted Lanternfly","26-Aug-2021","20","Caleb Ewing","","true","Photo ID","Thomas Allgaier","","Casual/Incidental finding","true","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160224.html","1160224","Animal","Plant Pest","New York","New York","Lower Hudson","","","","d16d8de8-6f16-4fd1-af3d-81ee7794f0fc","1499","","","false",""
"-74.2270662","40.5492512","Lycorma delicatula","Spotted Lanternfly","26-Aug-2021","","iNaturalist User [NY]","","true","Photo ID,Locally common","Thomas Allgaier","","","true","false","92566858","https://www.inaturalist.org/observations/92566858","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160178.html","1160178","Animal","Plant Pest","New York","Richmond","LIISMA","","","","654e7cca-784f-4ae4-91b9-b7a51138bff4","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0138639","40.7146583","Lycorma delicatula","Spotted Lanternfly","25-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92542536","https://www.inaturalist.org/observations/92542536","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160175.html","1160175","Animal","Plant Pest","New York","New York","Lower Hudson","","","","7ac72b8c-dfb9-43ce-9758-a5c73a701e13","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9909000","40.6628806","Lycorma delicatula","Spotted Lanternfly","25-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92520708","https://www.inaturalist.org/observations/92520708","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160172.html","1160172","Animal","Plant Pest","New York","Kings","LIISMA","","","","fc6d45d1-e175-4b7c-b6ca-869afdb31686","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9377201","40.7490987","Lycorma delicatula","Spotted Lanternfly","25-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92513664","https://www.inaturalist.org/observations/92513664","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160168.html","1160168","Animal","Plant Pest","New York","Queens","LIISMA","","","","b46bb932-e316-4622-ba6c-1b0eede05a70","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.1129608","40.5698700","Lycorma delicatula","Spotted Lanternfly","25-Aug-2021","","iNaturalist User [NY]","","true","Photo ID,Locally common","Thomas Allgaier","","","true","false","92510821","https://www.inaturalist.org/observations/92510821","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160167.html","1160167","Animal","Plant Pest","New York","Richmond","LIISMA","","","","a7a6074e-3e9c-403a-a76d-4e7e8f3ddab2","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9254487","40.5476174","Lycorma delicatula","Spotted Lanternfly","25-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92508526","https://www.inaturalist.org/observations/92508526","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160164.html","1160164","Animal","Plant Pest","New York","Queens","LIISMA","Atlantic Ocean","","","28349aa8-a7e2-4435-8aa0-7ffbedb38425","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9657377","40.7880650","Lycorma delicatula","Spotted Lanternfly","31-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","false","false","93205197","https://www.inaturalist.org/observations/93205197","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160940.html","1160940","Animal","Plant Pest","New York","New York","Lower Hudson","","","","ffa3c181-633a-4b53-99bd-46ce805f97a4","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9621658","40.7179756","Lycorma delicatula","Spotted Lanternfly","25-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92504793","https://www.inaturalist.org/observations/92504793","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160162.html","1160162","Animal","Plant Pest","New York","Kings","LIISMA","","","","1dc35b44-6a56-42ae-b3ec-b994f0080f0c","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9718783","40.5746783","Lycorma delicatula","Spotted Lanternfly","24-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92502599","https://www.inaturalist.org/observations/92502599","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160161.html","1160161","Animal","Plant Pest","New York","Kings","LIISMA","","","","abc37969-747f-4ab1-b98a-66f411b73d93","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0123827","40.7109242","Lycorma delicatula","Spotted Lanternfly","25-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92494731","https://www.inaturalist.org/observations/92494731","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160158.html","1160158","Animal","Plant Pest","New York","New York","Lower Hudson","","","","1fda38da-f4d6-4d21-a95e-13466934182d","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9645383","40.7094950","Lycorma delicatula","Spotted Lanternfly","25-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92492781","https://www.inaturalist.org/observations/92492781","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160157.html","1160157","Animal","Plant Pest","New York","Kings","LIISMA","","","","4bace52b-ef46-4d82-8081-c52b594a23e2","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.1016306","40.6376306","Lycorma delicatula","Spotted Lanternfly","25-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92487108","https://www.inaturalist.org/observations/92487108","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160156.html","1160156","Animal","Plant Pest","New York","Richmond","LIISMA","","","","3eb33043-ba64-44ec-90c9-ac7e492dbf4b","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9571740","40.7634490","Lycorma delicatula","Spotted Lanternfly","25-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92485097","https://www.inaturalist.org/observations/92485097","https://imapinvasives.natureserve.org/imap/services/page/Presence/1160155.html","1160155","Animal","Plant Pest","New York","New York","Lower Hudson","","","","daca68e4-a8c6-4061-aaef-90ff9ab631e1","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9290220","40.7649055","Lycorma delicatula","Spotted Lanternfly","25-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92470536","https://www.inaturalist.org/observations/92470536","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159906.html","1159906","Animal","Plant Pest","New York","Queens","LIISMA","","","","b21d80e7-e54d-47ed-9eef-9ecb999a4c5a","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.8763833","40.5666194","Lycorma delicatula","Spotted Lanternfly","24-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92430558","https://www.inaturalist.org/observations/92430558","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159905.html","1159905","Animal","Plant Pest","New York","Queens","LIISMA","","","","9a5f773b-d377-49ed-bb49-dbda25ab4bc9","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9907917","40.6628639","Lycorma delicatula","Spotted Lanternfly","24-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92411881","https://www.inaturalist.org/observations/92411881","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159904.html","1159904","Animal","Plant Pest","New York","Kings","LIISMA","","","","54336709-65cb-4444-af65-642b453b998d","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9573780","40.8087404","Lycorma delicatula","Spotted Lanternfly","23-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92305307","https://www.inaturalist.org/observations/92305307","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159891.html","1159891","Animal","Plant Pest","New York","New York","Lower Hudson","","","","c4b522af-46fa-4eae-b1b5-36c9b1193a0e","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.1812356","40.5555150","Lycorma delicatula","Spotted Lanternfly","23-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92296685","https://www.inaturalist.org/observations/92296685","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159889.html","1159889","Animal","Plant Pest","New York","Richmond","LIISMA","","","","4283318d-c9e0-499f-8338-df6672a4885d","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9957406","40.6491124","Lycorma delicatula","Spotted Lanternfly","23-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92269895","https://www.inaturalist.org/observations/92269895","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159888.html","1159888","Animal","Plant Pest","New York","Kings","LIISMA","","","","e21d5d1d-c804-4871-8572-ae8ae8b66489","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0025879","40.7355062","Lycorma delicatula","Spotted Lanternfly","12-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92247684","https://www.inaturalist.org/observations/92247684","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159887.html","1159887","Animal","Plant Pest","New York","New York","Lower Hudson","","","","a8110180-a491-4a0e-befd-d62b97383b7a","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9252167","40.8525658","Lycorma delicatula","Spotted Lanternfly","23-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92242681","https://www.inaturalist.org/observations/92242681","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159886.html","1159886","Animal","Plant Pest","New York","New York","Lower Hudson","","","","0de61ce8-5704-4726-98fd-2eac3ec9f216","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9237869","40.7909014","Lycorma delicatula","Spotted Lanternfly","23-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92237276","https://www.inaturalist.org/observations/92237276","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159885.html","1159885","Animal","Plant Pest","New York","New York","Lower Hudson","","","","18bd8a72-4afa-4bbc-86be-83596c0cd795","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9871472","40.7701726","Lycorma delicatula","Spotted Lanternfly","13-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92158810","https://www.inaturalist.org/observations/92158810","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159658.html","1159658","Animal","Plant Pest","New York","New York","Lower Hudson","","","","9834e7a2-9571-4385-bac2-325e7c214cdf","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9956667","40.6490633","Lycorma delicatula","Spotted Lanternfly","21-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","92020899","https://www.inaturalist.org/observations/92020899","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159657.html","1159657","Animal","Plant Pest","New York","Kings","LIISMA","","","","9ead17b3-c231-4aaf-89ca-208dbe08c9cf","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.1112671","40.5667076","Lycorma delicatula","Spotted Lanternfly","21-Aug-2021","","iNaturalist User [NY]","","true","Photo ID,Locally common","Thomas Allgaier","","","true","false","92019597","https://www.inaturalist.org/observations/92019597","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159656.html","1159656","Animal","Plant Pest","New York","Richmond","LIISMA","","","","adbac51e-af48-439a-b8f7-e140bfab6545","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9747995","40.7667458","Lycorma delicatula","Spotted Lanternfly","21-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","91998561","https://www.inaturalist.org/observations/91998561","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159654.html","1159654","Animal","Plant Pest","New York","New York","Lower Hudson","","","","0385f3c8-a21d-4f57-bdbe-114b636d9a87","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9815521","40.6891899","Lycorma delicatula","Spotted Lanternfly","15-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","91950612","https://www.inaturalist.org/observations/91950612","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159650.html","1159650","Animal","Plant Pest","New York","Kings","LIISMA","","","","220d8a2e-3fff-4d2e-88bb-88cbbc2e11f3","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9501333","40.8303867","Lycorma delicatula","Spotted Lanternfly","20-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","91894436","https://www.inaturalist.org/observations/91894436","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159648.html","1159648","Animal","Plant Pest","New York","New York","Lower Hudson","","","","3820cb57-a292-489f-947a-93fc111fbebe","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0017761","40.7603460","Lycorma delicatula","Spotted Lanternfly","12-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","91891984","https://www.inaturalist.org/observations/91891984","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159647.html","1159647","Animal","Plant Pest","New York","New York","Lower Hudson","","","","49500097-22b2-4ff5-80da-d52975197fa5","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0127143","40.6775676","Lycorma delicatula","Spotted Lanternfly","20-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","91882227","https://www.inaturalist.org/observations/91882227","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159646.html","1159646","Animal","Plant Pest","New York","Kings","LIISMA","","","","420d4a6a-5680-4bdd-a0fe-236cb1d9b1fb","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0024475","40.7554380","Lycorma delicatula","Spotted Lanternfly","09-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","91809122","https://www.inaturalist.org/observations/91809122","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159640.html","1159640","Animal","Plant Pest","New York","New York","Lower Hudson","","","","1d4584f5-e78e-435f-99fd-e39ec459be49","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9819292","40.7664075","Lycorma delicatula","Spotted Lanternfly","21-Aug-2022","","Darin May","","true","Photo ID","Thomas Allgaier","","","true","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/1288326.html","1288326","Animal","Plant Pest","New York","New York","Lower Hudson","","","","fed00e8b-f8c3-4920-b65a-9d4caf49ef10","1499","Spotted Lanternfly NYSIPM","993","false",""
"-73.9808820","40.7666232","Lycorma delicatula","Spotted Lanternfly","21-Aug-2022","","Darin May","","true","Photo ID","Thomas Allgaier","","","true","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/1288327.html","1288327","Animal","Plant Pest","New York","New York","Lower Hudson","","","","1cb9401c-e1b0-45a4-9f2b-506574d2635f","1499","Spotted Lanternfly NYSIPM","993","false",""
"-73.7985647","40.9834056","Lycorma delicatula","Spotted Lanternfly","20-Aug-2021","1","Nicole White","New York State Department of Environmental Conservation (NYSDEC) (NY)","true","Photo ID","Thomas Allgaier","","Casual/Incidental finding","true","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159402.html","1159402","Animal","Plant Pest","New York","Westchester","Lower Hudson","","","","95b396fa-5aee-4f67-a552-04440828853c","1499","","","false",""
"-74.1812695","40.5555766","Lycorma delicatula","Spotted Lanternfly","19-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","91735481","https://www.inaturalist.org/observations/91735481","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159303.html","1159303","Animal","Plant Pest","New York","Richmond","LIISMA","","","","b8538a23-1453-4437-a14d-0102aa12c448","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9680840","40.6427158","Lycorma delicatula","Spotted Lanternfly","24-May-2022","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","118542796","https://www.inaturalist.org/observations/118542796","https://imapinvasives.natureserve.org/imap/services/page/Presence/1273342.html","1273342","Animal","Plant Pest","New York","Kings","LIISMA","","","","30eb2469-ea29-4b26-91f6-1f9e9af9f34c","1499","","","false",""
"-73.9500049","40.8318772","Lycorma delicatula","Spotted Lanternfly","18-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","91699546","https://www.inaturalist.org/observations/91699546","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159300.html","1159300","Animal","Plant Pest","New York","New York","Lower Hudson","","","","fa88d00d-683b-4a0a-8bd6-2c8af05c10b7","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9511333","40.8326550","Lycorma delicatula","Spotted Lanternfly","18-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","91699245","https://www.inaturalist.org/observations/91699245","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159299.html","1159299","Animal","Plant Pest","New York","New York","Lower Hudson","","","","01ef6c10-b257-405b-8e9f-97380fc79ee6","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9680843","40.6427018","Lycorma delicatula","Spotted Lanternfly","24-May-2022","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","118542984","https://www.inaturalist.org/observations/118542984","https://imapinvasives.natureserve.org/imap/services/page/Presence/1273344.html","1273344","Animal","Plant Pest","New York","Kings","LIISMA","","","","05f1d30b-ab3c-4b99-8655-d7c661f6a30e","1499","","","false",""
"-73.9985392","40.6529476","Lycorma delicatula","Spotted Lanternfly","18-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","91669324","https://www.inaturalist.org/observations/91669324","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159295.html","1159295","Animal","Plant Pest","New York","Kings","LIISMA","","","","65a7e3f5-e8a6-4a6e-b5e4-959065cecaf1","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9680776","40.6426960","Lycorma delicatula","Spotted Lanternfly","24-May-2022","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","118542911","https://www.inaturalist.org/observations/118542911","https://imapinvasives.natureserve.org/imap/services/page/Presence/1273343.html","1273343","Animal","Plant Pest","New York","Kings","LIISMA","","","","67c9d7a0-a1f4-4ebb-b839-7f6b33ac9194","1499","","","false",""
"-74.1561869","40.5558825","Lycorma delicatula","Spotted Lanternfly","24-May-2022","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","false","false","118545258","https://www.inaturalist.org/observations/118545258","https://imapinvasives.natureserve.org/imap/services/page/Presence/1273345.html","1273345","Animal","Plant Pest","New York","Richmond","LIISMA","","","","298af1e7-0913-4881-acdc-5ab5a897b23f","1499","","","false",""
"-73.9938176","40.6508858","Lycorma delicatula","Spotted Lanternfly","18-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","91669159","https://www.inaturalist.org/observations/91669159","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159294.html","1159294","Animal","Plant Pest","New York","Kings","LIISMA","","","","648dfa9b-d46c-4785-9fee-0a63422d603e","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9953270","40.6495370","Lycorma delicatula","Spotted Lanternfly","18-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","91663605","https://www.inaturalist.org/observations/91663605","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159293.html","1159293","Animal","Plant Pest","New York","Kings","LIISMA","","","","8419da59-b641-4fb2-a511-867ca35ae1eb","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9986419","40.6530469","Lycorma delicatula","Spotted Lanternfly","18-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","91662928","https://www.inaturalist.org/observations/91662928","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159292.html","1159292","Animal","Plant Pest","New York","Kings","LIISMA","","","","1960c016-edd9-4a63-972b-3b90a0a64646","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9712311","40.6452409","Lycorma delicatula","Spotted Lanternfly","24-May-2022","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","false","false","118537519","https://www.inaturalist.org/observations/118537519","https://imapinvasives.natureserve.org/imap/services/page/Presence/1273339.html","1273339","Animal","Plant Pest","New York","Kings","LIISMA","","","","4a4b654d-145a-40c6-b479-21bed84cc6f4","1499","","","false",""
"-73.9680485","40.6427196","Lycorma delicatula","Spotted Lanternfly","18-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","91661085","https://www.inaturalist.org/observations/91661085","https://imapinvasives.natureserve.org/imap/services/page/Presence/1159291.html","1159291","Animal","Plant Pest","New York","Kings","LIISMA","","","","49296786-0e17-40c2-8477-a47d8e288b81","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
